x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.172829715,-0.77844672,-0.662629663,0.228467656,0.58756884,0.130694144,0.964034165,0.825528198,0.743569716,0.669871054,1.66240001,0.85870968,1.712300981,2.241767699,0.81594339
-0.267220812,1.191533684,0.95576077,0.610138398,1.576365909,-0.035712354,0.117437232,-0.690919698,0.632179379,0.925363039,-0.462213805,-0.541156275,-0.198258652,0.746260258,0.788354729
1.053667801,1.527494986,1.813963065,0.262913084,1.52276909,0.609532861,0.798102053,0.647783289,0.17873372,0.840684067,2.934624149,1.332423975,-0.187102219,0.292369424,-0.367169511
0.66084072,-0.417774326,-0.463461216,-0.481401476,-1.405605517,-0.557397278,0.800099714,-0.622437505,-0.598193273,-0.534378292,0.383623626,-0.430753058,0.177372645,-0.579804145,-0.870363306
0.815367291,-0.618708315,0.244010863,-0.062702973,-0.805831466,0.359730679,-1.086926485,-1.175841146,-0.757718293,-0.588982811,0.286696365,-0.50826808,-0.203239837,-0.238208978,-0.286259308
0.444178304,-1.496696673,-1.034672106,-1.982682399,-0.237847451,0.433562297,1.484208041,-0.118391648,1.472624564,-0.05834573,1.182458726,1.025845621,0.41917673,0.9561103,0.466727498
-0.069752322,0.305480272,-0.253266634,-0.635864726,0.685748831,0.351449853,2.026464827,0.965044273,1.0159541,-0.28804271,-0.865820924,0.033021364,-0.176909961,-0.687320213,0.13569263
0.945956824,-0.486462052,-0.150932297,-0.792358185,-0.714559507,-1.25629958,-0.350184779,-0.001902619,0.554815544,-0.79986204,-1.178287802,-0.654232831,-0.616047808,-0.520872346,-1.189505039
0.249069639,-0.266291289,-0.060227373,1.157831194,0.62120848,-0.169505709,-2.188052454,-0.175630237,0.052134659,-0.947159937,0.596785236,1.588152526,0.967048633,0.483507698,0.008846043
1.56420001,1.240473,2.473697105,1.570644851,1.638681236,0.495748503,0.079126034,-0.891229174,-0.112448237,-1.51506274,1.097777906,0.489832219,1.218549821,2.676743974,1.653825679
-0.11108128,0.040419549,0.270704692,-0.245291123,-0.187771315,-0.986119228,1.060810495,0.0305325,0.320431263,-0.690198463,0.988753785,0.676248918,-0.82669318,0.398127456,-1.184376965
0.590112102,0.293680653,0.399379518,1.040720948,1.336568941,0.984712374,1.089249474,0.823908255,2.575251544,2.560394022,-0.806335788,1.385195577,-1.091048568,-0.482284329,0.515393206
-1.353965111,0.980310368,-0.028340518,0.645904483,0.244743448,-1.332020584,-0.90986894,-0.278883955,0.45861177,-0.525045967,-1.431981839,-0.028072867,-0.841736993,-0.212426919,0.122276142
-0.788819,0.07808915,0.824212586,-0.276846186,-1.105178684,-1.266022777,0.703456926,0.217688004,1.449392654,0.531769409,0.902835255,1.184070674,-0.4868423,1.071229878,0.281429396
-0.194228883,-0.100739217,0.418512392,-1.081747765,-0.812728485,0.730832091,2.388508276,-0.509147695,0.060561026,0.759787849,-0.124990239,2.013878459,0.311940692,0.148731817,0.147866936
0.141186392,-0.169496452,1.132656951,0.505030179,0.151898177,-0.730756375,-0.76380885,-1.797522292,-0.692471866,-1.241723543,-0.099123701,-0.141664907,-0.619191815,-1.19015812,-0.212682666
1.652212358,-0.369556226,0.77675737,0.783188397,1.741942449,-0.123839075,-0.690004483,-0.516287845,0.029229017,0.589629516,1.390111205,-1.168004063,0.960131727,1.143443709,1.251684191
-0.239154281,0.422716909,0.37348837,0.80188198,2.50E-04,-0.248478163,-1.201521909,-0.165445136,-1.492785226,-0.416016534,-0.089298024,-1.180035596,-1.108123536,-0.914783717,-1.575547922
-0.690746866,0.329731889,0.509611685,-0.865655659,-0.836966,-0.059393559,1.636902543,1.47994965,0.272180497,1.10829432,0.166862945,-0.624775231,-0.40566614,0.516426407,0.659838013
-0.464485099,0.984838823,-0.175601978,1.348000193,1.723488259,-0.032391055,0.92171489,0.452621266,-0.495671146,0.69260374,2.826565811,1.47333241,1.889770439,2.183996929,2.098702501
0.150866539,-0.425956411,-0.5233485,-0.191044535,-0.130532227,0.984117657,1.1362176,2.866728361,1.294242231,0.106553425,1.959000663,1.267227446,0.554346132,1.565007629,1.697605197
0.635239973,0.936217477,-0.468167326,-0.556479228,-0.383816472,-0.3927691,0.767283036,-0.115760229,0.862234141,-0.82745283,0.248328546,-0.513842314,-0.155304869,-0.12211312,-0.142467925
-1.876340725,-0.198347622,-0.06982132,-0.163530713,-0.844797197,-0.687139811,0.372562152,-1.04718188,0.118315623,-0.429241212,-1.107752665,0.939013132,0.524851159,-1.062183046,1.081087287
-1.567497227,-1.326351385,-1.323355897,-0.575935099,-0.447287335,-0.947725983,-1.53336695,-0.818261664,-1.5618337,-0.440284575,-1.619657201,-1.428257152,0.161692618,-1.880816593,-1.869358903
-0.903668117,-0.252247235,-1.892772752,-1.164594597,-1.043524217,-1.166050952,-0.061894152,-0.78933423,-1.838289844,-1.132327894,0.11816296,-0.004076939,0.790204662,0.673878798,-0.712063117
1.170545339,0.066154254,1.46419877,1.663892739,1.891396959,1.66236197,1.200470393,0.364816507,1.359860306,-0.333830399,-0.002432777,-1.011564616,0.102926326,-0.427253492,-0.35750705
-0.726850435,-0.918942697,-0.550236974,-1.583777783,-1.657191834,-0.242993002,-0.095306096,-0.446273923,-0.465638763,-0.436116711,-0.328168116,-1.323031795,-0.851958071,-0.834406785,-1.010252995
-0.263140458,-0.909657999,-0.127195034,-0.733211794,-0.374390773,-0.225506662,-0.389932333,-0.270460494,-0.3285635,1.905527071,0.405423514,0.262118783,0.62606886,0.821283946,1.064346397
1.199178537,-0.095734792,-0.416090923,-1.259030802,0.047042065,-0.51436963,0.292409041,0.063097481,-0.99809002,0.064858902,-0.387424766,-0.809096901,0.265597707,0.475557122,-0.352681631
-0.482803447,-1.354014643,-0.011280362,-0.520578156,-0.318702042,1.066452405,0.362651895,0.493403438,1.516120437,1.504603421,2.1221167,1.773032973,1.386026788,1.053547909,1.583625044
-1.491704173,-0.467883553,-1.800526869,-0.568934884,-1.637460981,-0.842700049,-1.537230237,-1.186523748,-1.62079119,-1.604319382,-1.790786318,-0.827713001,-0.194445328,0.906850188,-0.913495107
-1.014882994,-0.168974355,-1.216120169,-0.712363734,-1.224894409,-1.040771243,0.387623498,-1.204614808,-1.004916765,-0.228245218,-0.781027643,-2.351519301,-1.094276102,-1.233805241,0.320894832
-1.64927334,-2.521416053,-2.439882975,-2.527511944,-2.301484611,-1.255815678,-1.981626238,-1.212761692,-1.191582103,0.082214327,-1.286086007,0.476397337,-0.297208359,0.156737112,-0.540630346
1.222365253,-0.568300436,-0.106336879,0.270340934,-0.919412148,0.095716562,0.32801856,0.813890814,0.346028029,0.45451467,0.610066596,0.42269343,-0.366356949,1.140119257,0.271723093
0.869697579,-0.149492257,-1.267242243,-0.799193944,0.494952917,-0.576968034,0.65739702,-0.960176348,0.077943871,0.272108214,-0.488970952,-0.09438727,-0.977011653,-1.112999246,-1.642271076
-0.855356572,-1.746966436,-0.043703894,-0.128370155,-0.696266823,1.249959231,0.331416036,0.836376291,-0.535465179,1.223472754,1.052395624,1.546348809,1.666563843,1.3869821,1.610639904
0.324178681,-0.630405804,-0.649151134,-1.113519235,-1.68659011,1.300958899,1.161760022,1.37295185,1.238452544,1.73717259,1.861984957,0.435748368,0.095496161,1.106904935,1.135777251
0.283496488,-0.524911306,-2.079904922,-1.145911764,-1.166479508,-0.396220536,0.717085255,-0.044899445,1.747773828,0.598723007,0.087704679,0.344509529,-0.478553058,-0.152611402,0.649948418
2.041227722,1.172777594,1.894253362,2.582936317,2.77475663,1.306060551,0.470309395,0.463881919,0.317098783,-0.177490005,-0.667096696,0.917378538,0.442149713,0.285853822,-0.298253021
0.774482216,2.697960155,1.605234648,1.073351064,0.96556572,1.570349508,-0.42034709,1.739098594,-0.815944145,-0.372118734,0.433521941,-0.700034847,-0.80123227,-0.822965103,-0.918139927
1.234821516,1.465168809,1.219131722,0.700046978,0.201030287,0.910411848,0.266922087,0.941853994,0.391878611,1.635284076,-0.521215236,-0.22072725,-0.144064415,0.306345318,-0.539531498
-2.752406818,-1.204917097,-2.061445467,-1.033116004,-0.638446909,-0.740294783,-0.661080707,-1.68665488,-0.98507915,-1.836982237,0.10637336,-0.302570964,0.462359292,0.519864568,0.164961426
0.588634874,1.246288257,-0.117685969,-0.625363948,0.121513844,0.23247298,-0.428134527,-2.639051455,-1.258817518,-1.398897423,0.20609109,-2.197144664,-1.181954599,-0.440273884,0.164389998
-0.633840641,-1.231119564,-1.283177837,-0.481378388,-0.822949367,-0.859915556,-0.502954517,-1.931606233,-1.462092788,-2.251557078,-1.075954922,-1.536720606,-0.824330913,-0.820883695,-1.220180741
-0.305687692,0.125901722,-0.430944026,-1.227894803,-1.147023626,0.113040893,-0.13379435,-0.625771347,0.167391092,-0.069921316,-1.179145937,-3.470876689,-1.713898109,-2.597682526,-3.554958354
2.449184458,1.891516229,1.25664976,1.572300569,1.647982237,-0.749018434,0.359288649,0.159556803,-0.390943424,-0.466115116,1.42885359,0.989844905,0.892361993,0.596489415,-6.18E-04
-1.58250451,-0.20614771,-0.110936683,-1.098357779,-0.89060232,0.597057732,-0.750090361,1.463540417,-0.073806666,1.23249212,-0.732923176,-0.0986972,0.828715558,0.493935631,0.09540596
0.739180846,2.039600503,0.547294648,-0.050714287,0.452908138,-1.479120512,-0.801227358,-1.057685875,-0.90401223,-1.04455269,-0.675491419,-0.474486131,0.068547138,-1.354729602,0.484655538
-1.16412082,-1.492696668,-0.981964516,-1.864218243,-0.991009953,1.115992243,0.730671828,-0.310201903,0.103133773,0.226282464,-1.278220073,-0.317801922,-0.092510402,1.686835311,0.281899351
0.82735281,1.17568911,-0.234042212,1.377038026,1.228594425,0.478745262,1.422371643,-0.227334825,1.105527113,-0.289318853,0.649830187,1.827209983,0.540672034,1.257120264,1.303350005
-0.061100727,0.211846128,-0.555039785,0.793194595,-1.134372794,-0.816466111,0.362553238,-0.068591935,0.940858223,0.417515819,-0.879042656,0.472534126,0.07180509,-0.747828803,-1.321826302
-0.400152683,-0.590612896,-2.024215336,-1.485696626,-1.552903152,0.084849632,-1.059274992,-1.326788123,0.476123467,-0.87759182,-0.994714219,-2.470768461,-1.167322059,-0.80533689,-1.103799491
0.472383389,0.246687242,-0.048850557,-0.312826318,-0.201040766,1.13630966,1.705561862,0.195176551,-0.863566263,-0.056472077,1.028967247,0.268282532,-0.135484822,0.947033982,0.572044926
1.023782191,-0.475009655,0.361033832,0.773849264,0.643961069,2.640029904,1.179693453,2.284715412,0.910762578,0.987867683,1.647466426,0.705772323,0.396238454,0.578390177,-0.046954694
0.701439423,0.096028333,-0.145198952,0.692967017,-0.168503744,1.045344089,0.813105065,0.048251929,0.466412483,-0.374509055,-0.3956233,-0.117975803,-0.920046546,0.229299814,0.512574338
0.947770739,0.61954912,0.644728417,1.243366499,0.694085568,-0.527476977,0.09508283,-0.046860784,-0.346266967,1.757569946,0.338799343,0.926867893,-0.587942842,-1.018805053,0.331519167
-0.467667024,0.99722171,1.705113826,1.049129024,0.690065662,0.6952998,0.219073157,0.915972409,0.620735748,0.73589552,1.05255402,0.244804646,0.994868282,0.810154146,0.190410561
-0.762967392,-0.923909927,0.102094303,-0.61429075,-1.68963409,1.140557602,1.42725435,1.450739931,1.611633606,1.128103296,2.326666617,0.924410231,1.445661637,0.406779193,0.032396565
-0.273042584,0.532078166,0.520359911,-0.530948743,0.770288847,1.472547207,2.223482086,2.054811352,0.842252376,2.25106161,-1.220555508,-1.933770504,-1.089348243,-1.18035959,-0.213780304
-1.790999224,0.46661587,-0.415827926,-0.033978401,0.029486323,4.49E-04,0.127956522,0.130703832,0.282503702,-1.367840601,0.19989311,0.102564553,0.182123113,-0.319258744,0.658477047
0.095058071,-0.938632616,-0.089609508,-0.131212336,-0.509530807,0.316554826,-1.222564896,-0.390306807,-0.914847557,-0.433777718,-1.624962629,-0.221042114,0.856227753,-0.62187999,0.568958923
1.979872317,0.969374516,-0.081472554,2.090635494,0.900181903,1.516813284,0.697788339,0.472702029,0.17273567,1.89528299,-0.298087702,-0.306772456,-0.391809651,0.536572747,0.91833737
-0.002255886,0.95171359,0.682402812,0.445154457,-0.439272491,-0.377778828,0.718415749,0.350525304,0.396121165,0.78299391,1.744608344,1.739569825,1.535444601,1.150855356,1.837212817
1.349346138,1.281540651,0.125382794,0.634347856,0.573755637,-0.514018363,0.786564347,-0.178389066,-0.786838891,0.347539987,0.783953157,0.275732194,0.49414933,1.076272622,0.631594769
0.189486312,0.373370378,-1.688937367,-0.922240873,-0.711604582,0.471650707,0.099773541,0.366474305,-0.311574695,-0.428167605,-1.250445447,-0.284737744,0.276972288,-0.533671072,-0.753271999
-0.157454641,0.870652182,-0.108554829,0.510107664,0.55992486,-0.111459629,0.16986937,-0.956704755,-0.67493264,-0.534293737,-0.120970181,-0.246113671,0.783075454,0.825095256,0.52709112
-2.465131778,0.293127323,-1.250992774,-1.864371534,0.189362267,-2.639898062,-1.081188633,-2.393340543,-1.070922867,-2.246086838,-1.28949608,-1.109106673,-0.987515333,-1.463749772,-0.878953775
-1.146305038,-1.127314573,0.059691823,-1.228606455,0.567181974,-0.664053557,-0.071211004,0.449450924,0.357981275,0.332066575,-0.40736737,-0.034331677,0.814714191,-1.127308793,0.071781379
0.021529632,1.033755895,-1.2058019,0.161879504,-0.199838043,-1.134934928,-1.292851494,0.247549527,-2.070990553,-2.533307784,-0.001459324,-0.171987506,-0.18472745,0.076666312,-0.20432653
1.152694706,-1.485622481,-0.886303313,-1.265839678,-1.148120777,-0.649602215,-0.672608831,-0.237064148,0.154227378,-1.173839571,-1.257006292,1.186942712,1.266831573,1.0580128,0.358626424
0.703424693,-0.625296669,-0.794143621,0.235416807,-0.158240401,-0.727994178,-0.897825672,-0.990612524,-0.27008845,-0.423616013,0.174443831,0.733596245,0.180516724,-0.174147247,-0.410532198
0.271739014,0.503191035,0.125302698,-0.076988232,-0.209491037,0.575493171,-0.27574963,-0.93168399,-0.592097802,-0.871315124,-0.34772356,0.873872495,0.0962218,0.690810155,-1.020529043
-0.086754297,-0.251464233,-0.561882514,-1.298253044,-1.387548147,0.755963471,1.19157654,0.993262779,1.138798129,0.247722039,0.009574297,0.89437578,0.030696557,1.457517086,-0.146259352
0.712110901,0.675850476,-0.026221768,0.460532288,0.490342206,1.288039489,1.173553645,1.542492034,1.061437298,0.816687387,0.417281504,1.278915283,-0.474772925,0.65954133,1.433844249
-1.406489367,-0.205006709,-1.798243018,-1.486416691,-0.704380136,-0.016640469,-2.443562997,-0.539978878,-0.604932528,-0.266451718,-0.903642267,0.079639235,-0.778524747,-0.910143723,-0.23350182
-0.835514612,-0.660551199,-0.842798733,-0.472087911,-1.796063591,-1.519589072,-0.881470004,-2.242241453,-1.470531079,-1.729237797,1.0313617,-1.391728957,0.666938697,0.589425781,-0.986587114
-0.850768751,-0.674858563,0.087797128,1.038637319,0.006133582,-0.963230008,-0.566336654,0.608946844,-0.841018077,-0.807202925,-0.365808115,-0.265196621,-1.284401744,-0.598051524,-1.037863277
1.066595538,-0.682703104,2.220803686,0.200316964,0.286101764,0.555627117,-1.326036612,0.498654497,0.701335354,0.982889977,0.198443121,0.609493498,0.202688724,0.285990912,0.10289731
1.968481164,0.90147847,1.556499821,0.326974024,1.415020561,0.677612721,-0.157019965,-0.478531911,-0.647793072,0.566171799,1.093618257,2.890798203,1.183864236,3.452200463,2.258127451
-1.404338772,0.26212536,-0.517461688,0.327947351,-0.08589796,0.488273028,-0.409459467,0.386440234,0.548329132,0.429180224,0.960402807,0.525514665,0.711136759,2.083184104,2.476173344
0.606372946,0.476680473,0.325797993,1.959901634,0.629655466,-0.78609955,0.491086004,0.195656099,-0.270083758,-0.115129649,-0.442457158,0.24368967,-0.693742076,0.127110706,-0.077080022
0.584576599,2.138768209,0.591142907,1.05526812,0.016812013,0.469936799,0.075180605,0.144421821,-1.592799666,-1.147313938,1.359665777,0.772966061,0.505804323,1.604167181,1.248321697
-1.287474698,0.049010775,-0.873974005,-0.597684544,-0.322941712,-0.886745109,-0.542926786,-0.470412955,0.279978433,-0.399302211,0.157081665,0.601461393,0.502147271,-0.060024487,0.429251836
0.129001448,0.863780537,1.534764279,-0.109088514,0.145970907,1.289561777,-0.027800356,0.219386654,0.455775305,0.091329283,1.522727498,2.252649852,0.468505253,2.136454197,0.621620051
-1.210236862,-0.136513935,-2.32969393,-2.566848059,-0.830433848,0.509563718,0.437577824,0.084986176,-0.483014274,0.058603358,-1.142806352,-0.306847186,-1.115770981,0.353507605,-0.349732036
-1.493103702,-1.366671613,-2.79483413,-1.127692062,-1.257863628,-1.309041431,-0.226568325,-0.960587875,-0.237363789,-1.401278397,-0.305480621,-1.038460274,-1.021209622,-1.024666524,-0.658332316
-0.460078113,0.266595394,-1.270928451,-0.057478567,-0.690969651,-0.419945251,-0.926080468,-0.900894241,-0.146405929,-0.755538401,-1.031478129,-0.889759098,-0.091634355,-1.13349979,-0.33843922
-0.964621415,-0.762101161,-2.183213731,-0.787911386,-0.350183322,-1.146458465,-1.421828881,-0.136193772,-0.828679569,-0.306967084,0.195470727,-0.265956779,0.758443793,0.505567824,0.160706636
1.045073169,0.184476623,1.658644333,2.364400696,1.174252275,-0.853604966,-1.135324368,-1.164699793,-1.604709468,-0.220435364,-0.222754696,-1.001400942,-1.504543968,-1.257434904,-0.887321459
-1.797780381,-0.201448505,-0.612338309,0.052198132,-2.822572968,0.625541909,-1.53897117,-1.597861165,-0.277987832,-0.551523741,-2.571186439,-0.419920108,-1.601516302,-0.935859264,-1.584309092
-0.27311645,0.172132082,0.28656273,0.043936603,0.6721288,0.122965193,0.305662989,1.210256701,1.383800102,0.172335091,0.21564955,0.720865719,0.677879913,0.925923771,0.289481435
-0.037847065,0.439916762,-0.642292304,-0.469474376,-1.2971487,0.476114244,0.215972434,0.321492597,-0.309794967,-0.018804209,-0.795084962,-0.856819846,0.023376276,-1.020013593,-0.116553216
0.732823146,1.56640768,0.433900305,0.685161822,0.508736896,-1.668284651,-0.960949262,-0.204245473,-0.168490534,0.108881958,0.648535965,0.363417208,-1.329887525,-0.749749,-1.744752724
1.424577925,0.277626037,1.346256423,2.078553942,1.610448941,0.811230079,0.867467384,1.241430354,1.29249715,1.031811552,1.427649639,0.052006596,0.65534479,0.892804917,1.115133059
-0.55560457,-1.330780036,0.556644481,1.115993429,0.042604494,2.033170304,0.867260802,-0.010763773,-0.019769321,0.088143251,-0.690037319,0.316116249,-1.746248494,0.95592775,-0.867780649
-0.12805178,-0.702759844,-0.554537433,-0.448439963,-0.354743866,-0.053392767,-0.983689221,-1.560322657,-0.856038574,-0.72699294,-0.57701843,-0.202810103,0.384263583,-0.500867331,-0.108144039
1.451800719,0.426237513,-0.255053635,-1.167116034,-0.726406872,-0.56897943,-0.277399679,-0.583216902,-1.343295149,-0.765989278,0.471977281,1.11113055,-0.023942354,1.060676591,2.087567739
-0.055565827,-0.991191991,0.258701943,0.596646989,-0.571477452,0.602041624,1.7249502,0.967027352,1.400216891,1.02122806,0.992327072,0.663727196,0.925967439,-0.590007261,0.620626009
-0.164478849,-0.04928876,0.645821676,-0.439975589,-0.056652005,1.35317458,0.448968685,2.225273,1.188526108,1.000306097,1.579108992,1.266653224,-0.577284756,1.417515354,0.398540122
-0.908387684,-0.054624295,-1.067552072,0.028486675,0.146948957,0.54337536,1.135787836,0.457192047,1.010282398,0.425057372,-0.065951834,-0.65987479,-1.617193187,-0.732367751,-1.512172568
-0.728589034,-1.609367783,-0.240297414,-0.615559958,-0.857521302,0.103233551,0.249056262,0.585940487,-0.081746233,0.479179295,-0.838817881,-0.109397679,-0.672766864,-0.128540221,-0.804316396
0.429844347,0.992027108,0.607906569,0.960573508,0.084877084,-0.906619518,-0.060845915,0.154039749,0.561135808,-0.230402557,-0.273718348,1.134665027,0.319793389,-0.97864882,0.07072174
-0.366770462,0.324151123,0.090159879,1.119592393,-0.023693405,-0.234175234,-0.623308456,-0.878713209,-0.290808376,-0.198104443,-0.649773105,-0.124868599,-0.176952737,0.823889721,0.573960685
0.003774767,1.499711448,0.26539874,0.078686108,0.992485825,-1.32157896,-0.090408391,0.45668804,-0.093531226,-1.168672335,0.44648502,-0.110666806,0.074252285,0.733973543,0.209295117
-0.609786835,-0.255211478,-1.467042153,-1.46289197,-0.251992541,-0.504170649,7.49E-04,-0.73174931,-1.386616371,-0.825133836,-0.300071916,-1.845936443,-0.061143136,0.068061666,-0.276963308
-2.842992672,-0.819101872,-0.766742978,-1.601853031,-1.774837838,-0.235376775,0.175368817,1.053053881,0.624428291,0.030127621,0.016195404,1.035518366,1.990585025,0.822529691,0.546761044
-2.344639949,-0.583504704,-0.860337354,1.099374065,-1.290915751,-0.01145637,0.637831848,-1.088809115,0.320974065,-1.328467384,0.081295407,0.36290511,-0.163334563,1.197377099,-0.855562344
1.895217343,0.043478058,-0.234258363,0.844717794,0.840490827,-0.251748056,-0.49004719,-1.135661106,-0.905062337,-0.881909442,-0.678942944,0.05096014,0.52808887,-0.675292591,-1.132594478
-0.714592627,-0.346791794,-1.401187928,-0.777069887,-0.20655433,-0.304685546,1.765772356,1.279291345,1.078932293,1.050175523,0.571257088,0.115232418,0.839045265,-1.292590058,0.098272757
0.615933871,1.047023277,0.476240685,-0.822319766,0.03159745,-0.507419927,1.116067528,1.333727709,1.239961551,0.422985208,0.589878888,0.827113477,2.394147801,0.869702143,0.518138538
1.618681362,0.610185289,0.80884295,-0.288590541,1.131255259,-1.662892737,-1.005853151,0.817084654,-1.300354561,-1.604032705,0.227458938,-0.39849438,-0.028210492,1.455715278,-1.457741272
-0.526263111,0.56857018,1.235673689,0.913877753,-0.332237648,1.174661674,0.38340366,1.753499091,0.20213239,0.285417895,0.329851889,0.86773585,0.589416721,1.73127128,0.901696678
-0.642455267,0.331167427,-1.049120472,0.139117815,-0.248945121,0.693213399,-0.558237003,-0.682611111,0.088316447,0.907072288,-1.08259976,-0.737036423,-0.815969451,1.218984973,0.691057499
0.658488604,-0.141346231,0.851025406,0.041076605,0.609097578,-0.723113029,0.169806533,0.710446116,1.017245443,0.556284919,-1.468031671,-0.11796612,-0.86216707,0.02536741,-0.659012008
-0.34016897,0.2652991,0.002359406,-0.324292875,0.117826171,-0.921084926,1.914494271,-0.384551273,0.080142433,0.27681966,0.741019856,0.340305222,-0.586382182,-0.87755509,0.388559986
-0.127893704,0.070816648,0.751778648,0.529027396,0.606403458,0.749633478,1.248091852,1.368922423,0.651940428,1.928887758,1.302359768,0.333731491,-0.365182341,1.049649417,0.982845961
-0.425885594,-0.492794207,0.417811502,0.162335923,-1.154017503,0.982486754,-0.071587634,-0.261397313,-0.359148504,0.885188806,-1.772948953,-1.1319699,-1.795982855,-1.581087931,-0.837999392
0.653431634,-0.748143275,-0.092374354,0.213392207,-1.251030007,1.023207526,-0.990698222,-0.065771629,-0.501220612,0.179463417,0.296269053,0.460889308,-0.044926466,0.256973522,-1.045291782
1.654553416,2.970806354,2.468403415,1.644406447,2.471880728,1.692361183,1.747270079,1.716228638,1.825341982,1.606173591,0.200677155,2.013852002,1.323746773,1.593803152,0.664437975
0.805251728,0.450571092,-0.729585532,1.610061797,0.330870565,-0.541615531,-0.970448627,0.429700557,-0.781013168,-0.607327041,0.911571995,-0.251668495,1.573951645,1.712025884,1.241779745
-1.127230287,-0.633729084,0.158225468,-1.326131609,-0.187642738,-0.196237846,0.243074682,0.505480155,0.841229156,-0.300908018,-0.173726055,0.263727742,0.314364822,-1.177227362,-0.422940296
